student_id,department,year_of_study,cgpa,skill_count,skills,internship_months,projects,certifications,workshops,placed,skill_diversity,total_experience,cgpa_normalized,certification_score,skill_cgpa_ratio,exp_skill_ratio,department_encoded
STU0079,Electrical,4,7.16,4,"['Node.js', 'Unity', 'SQL', 'Flutter']",1,3,3,3,0,4,7,0.716,9,0.49019607843137253,1.4,2
STU0080,Information Science,4,6.52,6,"['C++', 'MySQL', 'Spark', 'Power BI', 'HTML', 'Kotlin']",2,0,0,2,0,6,2,0.6519999999999999,2,0.797872340425532,0.2857142857142857,4
STU0081,Information Science,4,6.73,6,"['Power BI', 'MongoDB', 'Java', 'Embedded C', 'GCP', 'JavaScript']",7,3,0,2,0,6,13,0.673,2,0.7761966364812418,1.8571428571428572,4
STU0082,Mechanical,3,8.2,5,"['AWS', 'Node.js', 'Linux', 'Embedded C', 'Azure']",0,5,1,4,1,5,10,0.82,6,0.5434782608695653,1.6666666666666667,5
STU0083,Information Science,3,7.09,7,"['JavaScript', 'MySQL', 'React', 'Kotlin', 'Kubernetes', 'NLP', 'Postman']",7,4,0,0,1,7,15,0.709,0,0.865265760197775,1.875,4
STU0084,Mechanical,4,7.69,11,"['CSS', 'Git', 'Linux', 'Docker', 'Unity', 'HTML', 'Azure', 'Postman', 'MySQL', 'Selenium', 'Node.js']",5,0,0,9,1,11,5,0.769,9,1.2658227848101264,0.4166666666666667,5
STU0085,Electrical,4,7.4,11,"['Spark', 'Jira', 'MongoDB', 'JavaScript', 'C++', 'Deep Learning', 'GCP', 'Kafka', 'Embedded C', 'Solidity', 'Figma']",4,5,4,5,1,11,14,0.74,13,1.3095238095238095,1.1666666666666667,2
STU0086,Electronics,4,5.35,4,"['Git', 'MongoDB', 'JavaScript', 'Java']",5,1,1,5,0,4,7,0.5349999999999999,7,0.6299212598425197,1.4,3
STU0087,Electronics,4,7.31,4,"['Django', 'FastAPI', 'Swift', 'CSS']",4,4,1,3,0,4,12,0.731,5,0.4813477737665464,2.4,3
STU0088,Electronics,4,8.26,3,"['Machine Learning', 'Selenium', 'CSS']",0,4,3,4,1,3,8,0.826,10,0.32397408207343414,2.0,3
STU0089,Information Science,4,8.49,7,"['Java', 'Embedded C', 'Figma', 'Flutter', 'CSS', 'Postman', 'Python']",4,1,3,2,1,7,6,0.849,8,0.7376185458377239,0.75,4
STU0090,Civil,3,9.73,9,"['AWS', 'Selenium', 'Flutter', 'Machine Learning', 'Kubernetes', 'TypeScript', 'Python', 'Solidity', 'Swift']",7,5,4,5,1,9,17,0.9730000000000001,13,0.8387698042870456,1.7,0
STU0091,Mechanical,3,5.15,9,"['Kubernetes', 'C++', 'Kotlin', 'Figma', 'Solidity', 'NLP', 'Deep Learning', 'Spark', 'Git']",0,4,0,5,0,9,8,0.515,5,1.4634146341463414,0.8,5
STU0092,Information Science,4,9.15,3,"['Power BI', 'Figma', 'React']",3,3,3,6,1,3,9,0.915,12,0.29556650246305416,2.25,4
STU0093,Electrical,4,5.27,5,"['SQL', 'NLP', 'Node.js', 'Spark', 'Power BI']",6,3,0,3,0,5,12,0.5269999999999999,3,0.7974481658692185,2.0,2
STU0094,Mechanical,3,7.9,8,"['Python', 'GCP', 'Unity', 'MongoDB', 'Azure', 'SQL', 'AWS', 'Solidity']",6,2,4,5,1,8,10,0.79,13,0.898876404494382,1.1111111111111112,5
STU0095,Computer Science,4,5.24,8,"['NLP', 'Docker', 'JavaScript', 'Kafka', 'Kubernetes', 'AWS', 'Deep Learning', 'TypeScript']",0,0,4,3,1,8,0,0.524,11,1.282051282051282,0.0,1
STU0096,Information Science,4,5.37,3,"['FastAPI', 'Unity', 'Deep Learning']",1,2,4,1,1,3,5,0.537,9,0.47095761381475665,1.25,4
STU0097,Civil,4,8.06,4,"['MySQL', 'SQL', 'Postman', 'Power BI']",5,1,3,1,0,4,7,0.806,7,0.44150110375275936,1.4,0
STU0098,Computer Science,4,6.39,4,"['Deep Learning', 'React', 'GCP', 'TypeScript']",3,3,3,7,0,4,9,0.639,13,0.5412719891745602,1.8,1
STU0099,Electrical,3,9.14,6,"['Machine Learning', 'Java', 'Azure', 'Tableau', 'TypeScript', 'SQL']",4,5,3,1,1,6,14,0.914,7,0.5917159763313609,2.0,2
STU0100,Civil,4,8.03,3,"['Linux', 'SQL', 'CSS']",7,4,0,4,1,3,15,0.8029999999999999,4,0.33222591362126247,3.75,0
STU0101,Electrical,4,5.88,10,"['Linux', 'Power BI', 'Java', 'Swift', 'AWS', 'Git', 'Node.js', 'SQL', 'Postman', 'Deep Learning']",1,0,4,2,0,10,1,0.588,10,1.4534883720930232,0.09090909090909091,2
STU0102,Computer Science,3,9.46,10,"['Spark', 'Python', 'HTML', 'MySQL', 'Machine Learning', 'FastAPI', 'React', 'GCP', 'Selenium', 'JavaScript']",5,2,1,0,1,10,9,0.9460000000000001,2,0.9560229445506692,0.8181818181818182,1
STU0103,Information Science,4,9.17,4,"['Machine Learning', 'Swift', 'Java', 'Kafka']",1,3,2,0,1,4,7,0.917,4,0.39331366764995085,1.4,4
STU0104,Mechanical,3,6.25,5,"['Java', 'Jira', 'FastAPI', 'React', 'Flutter']",5,4,4,2,1,5,13,0.625,10,0.6896551724137931,2.1666666666666665,5
STU0105,Electronics,3,5.08,4,"['Embedded C', 'Tableau', 'AWS', 'Selenium']",6,5,1,0,1,4,16,0.508,2,0.6578947368421053,3.2,3
STU0106,Electronics,3,8.24,5,"['NLP', 'JavaScript', 'Azure', 'React', 'Django']",6,5,1,7,1,5,16,0.8240000000000001,9,0.5411255411255411,2.6666666666666665,3
STU0107,Information Science,4,9.23,7,"['MySQL', 'FastAPI', 'Java', 'HTML', 'React', 'C++', 'NLP']",1,4,0,5,1,7,9,0.923,5,0.6842619745845552,1.125,4
STU0108,Information Science,3,6.47,10,"['CSS', 'Git', 'Java', 'Deep Learning', 'MySQL', 'Embedded C', 'Tableau', 'Power BI', 'Swift', 'SQL']",5,2,1,1,0,10,9,0.647,3,1.3386880856760375,0.8181818181818182,4
STU0109,Information Science,4,7.7,6,"['MySQL', 'Power BI', 'Git', 'Tableau', 'React', 'Java']",7,5,4,5,1,6,17,0.77,13,0.6896551724137931,2.4285714285714284,4
STU0110,Computer Science,4,7.69,10,"['CSS', 'Solidity', 'Machine Learning', 'Linux', 'Swift', 'HTML', 'C++', 'Kotlin', 'SQL', 'Selenium']",5,2,3,6,1,10,9,0.769,12,1.150747986191024,0.8181818181818182,1
STU0111,Computer Science,3,5.42,4,"['React', 'Django', 'Unity', 'Figma']",0,2,4,4,0,4,4,0.542,12,0.6230529595015576,0.8,1
STU0112,Electrical,3,8.4,7,"['C++', 'Unity', 'Node.js', 'Solidity', 'Flutter', 'Deep Learning', 'GCP']",1,4,2,4,1,7,9,0.8400000000000001,8,0.7446808510638298,1.125,2
STU0113,Civil,4,5.27,9,"['HTML', 'JavaScript', 'Kafka', 'Swift', 'NLP', 'SQL', 'CSS', 'Embedded C', 'Power BI']",6,2,0,0,0,9,10,0.5269999999999999,0,1.4354066985645935,1.0,0
STU0114,Computer Science,4,5.38,10,"['GCP', 'Linux', 'Figma', 'Unity', 'C++', 'Selenium', 'Kotlin', 'Deep Learning', 'React', 'Python']",2,3,0,9,0,10,8,0.538,9,1.567398119122257,0.7272727272727273,1
STU0115,Computer Science,4,9.3,10,"['Unity', 'Jira', 'JavaScript', 'Tableau', 'CSS', 'Kotlin', 'Spark', 'Azure', 'MySQL', 'Selenium']",6,3,0,5,1,10,12,0.93,5,0.9708737864077669,1.0909090909090908,1
STU0116,Civil,4,5.05,5,"['TypeScript', 'NLP', 'Python', 'Node.js', 'Git']",6,2,4,4,0,5,10,0.505,12,0.8264462809917356,1.6666666666666667,0
STU0117,Civil,3,5.37,10,"['Docker', 'SQL', 'C++', 'Node.js', 'FastAPI', 'AWS', 'Kubernetes', 'Solidity', 'MySQL', 'Kafka']",2,4,0,0,0,10,10,0.537,0,1.5698587127158556,0.9090909090909091,0
STU0118,Mechanical,4,8.11,3,"['Unity', 'Git', 'Node.js']",3,3,2,9,1,3,9,0.8109999999999999,13,0.32930845225027444,2.25,5
STU0119,Civil,4,6.94,3,"['Jira', 'Solidity', 'Linux']",1,5,1,1,0,3,11,0.6940000000000001,3,0.3778337531486146,2.75,0
STU0120,Mechanical,3,6.83,4,"['MongoDB', 'NLP', 'Deep Learning', 'Java']",6,2,4,9,0,4,10,0.683,17,0.5108556832694764,2.0,5
STU0121,Information Science,4,9.45,3,"['Deep Learning', 'JavaScript', 'TypeScript']",2,2,0,2,1,3,6,0.945,2,0.28708133971291866,1.5,4
STU0122,Civil,4,7.33,8,"['Tableau', 'C++', 'Embedded C', 'Python', 'Kubernetes', 'React', 'Selenium', 'MongoDB']",6,5,3,2,1,8,16,0.733,8,0.9603841536614646,1.7777777777777777,0
STU0123,Civil,4,7.57,7,"['Unity', 'Kafka', 'AWS', 'TypeScript', 'Deep Learning', 'FastAPI', 'Node.js']",5,1,3,1,1,7,7,0.757,7,0.8168028004667445,0.875,0
STU0124,Information Science,3,8.8,9,"['CSS', 'Spark', 'Selenium', 'Deep Learning', 'TypeScript', 'NLP', 'C++', 'React', 'Django']",1,3,3,2,1,9,7,0.8800000000000001,8,0.9183673469387754,0.7,4
STU0125,Information Science,4,5.13,4,"['Tableau', 'Figma', 'Unity', 'AWS']",1,0,1,3,0,4,1,0.513,5,0.6525285481239804,0.2,4
STU0126,Electronics,3,8.25,6,"['C++', 'Docker', 'Python', 'Kotlin', 'React', 'Kafka']",3,3,1,5,1,6,9,0.825,7,0.6486486486486487,1.2857142857142858,3
STU0127,Computer Science,4,5.44,7,"['Jira', 'Kafka', 'Kubernetes', 'Git', 'Flutter', 'Node.js', 'C++']",7,4,2,3,0,7,15,0.544,7,1.0869565217391304,1.875,1
STU0128,Computer Science,4,7.78,11,"['Power BI', 'Jira', 'MySQL', 'React', 'Selenium', 'Kubernetes', 'Git', 'Embedded C', 'CSS', 'SQL', 'Spark']",3,3,4,3,1,11,9,0.778,11,1.2528473804100226,0.75,1
STU0129,Electronics,4,5.74,5,"['Docker', 'HTML', 'Python', 'Unity', 'Solidity']",2,2,3,5,1,5,6,0.5740000000000001,11,0.7418397626112759,1.0,3
STU0130,Electrical,4,5.29,6,"['Git', 'TypeScript', 'Azure', 'Django', 'Python', 'C++']",3,0,2,3,0,6,3,0.529,7,0.9538950715421304,0.42857142857142855,2
STU0131,Information Science,3,8.85,5,"['AWS', 'Solidity', 'TypeScript', 'C++', 'HTML']",1,3,2,8,1,5,7,0.885,12,0.5076142131979695,1.1666666666666667,4
STU0132,Mechanical,3,5.41,5,"['Azure', 'GCP', 'Node.js', 'Django', 'AWS']",6,4,0,4,0,5,14,0.541,4,0.7800312012480499,2.3333333333333335,5
STU0133,Electronics,4,7.61,8,"['Postman', 'Git', 'NLP', 'Power BI', 'Django', 'Embedded C', 'HTML', 'TypeScript']",1,4,2,2,1,8,9,0.761,6,0.9291521486643438,1.0,3
STU0134,Mechanical,4,9.54,5,"['Kubernetes', 'Machine Learning', 'Tableau', 'Swift', 'FastAPI']",5,0,0,1,1,5,5,0.954,1,0.4743833017077799,0.8333333333333334,5
STU0135,Mechanical,3,8.83,11,"['Swift', 'Docker', 'Kafka', 'Kotlin', 'Unity', 'GCP', 'Tableau', 'Embedded C', 'JavaScript', 'Deep Learning', 'Figma']",1,1,4,1,1,11,3,0.883,9,1.1190233977619533,0.25,5
